3000
EL_1| 12 74.8
EL_5541| 12 13.5
EL_5542| 36 33.8
EL_5543| 80 82
EL_5544| 73 21.2
EL_5545| 68 78.5
EL_5546| 14 26
EL_5547| 3 55.6
EL_5548| 29 24.9
EL_5549| 87 84.4
EL_5550| 2 58.9
EL_5551| 4 5.3
EL_5552| 8 73.3
EL_5553| 60 85.3
EL_5554| 72 5.6
EL_5555| 33 59.4
EL_5556| 78 84.1
EL_5557| 11 87.8
EL_5558| 35 65.7
EL_5559| 12 83.7
EL_5560| 17 50.8
EL_5561| 87 21.2
EL_5562| 9 45.7
EL_5563| 30 53.1
EL_5564| 92 10.8
EL_5565| 92 31.7
EL_5566| 92 60.8
EL_5567| 10 55.6
EL_5568| 40 11.4
EL_5569| 35 85.3
EL_5570| 6 72.1
EL_5571| 35 97.8
EL_5572| 95 84.4
EL_5573| 74 82.3
EL_5574| 67 38.8
EL_5575| 15 60.9
EL_5576| 98 46.3
EL_5577| 21 91.8
EL_5578| 86 54.7
EL_5579| 31 90.6
EL_5580| 7 53.1
EL_5581| 23 19.7
EL_5582| 96 44.1
EL_5583| 16 95.6
EL_5584| 4 48.6
EL_5585| 29 96.2
EL_5586| 28 62.4
EL_5587| 76 44
EL_5588| 30 85.9
EL_5589| 85 10.9
EL_5590| 35 66.7
EL_5591| 85 63
EL_5592| 36 67.3
EL_5593| 21 15.1
EL_5594| 100 71.2
EL_5595| 71 3.7
EL_5596| 4 55
EL_5597| 91 84
EL_5598| 97 49.1
EL_5599| 36 92.1
EL_5600| 67 61.4
EL_5601| 4 53.3
EL_5602| 84 68.1
EL_5603| 69 29
EL_5604| 78 6.5
EL_5605| 2 27.6
EL_5606| 100 23.2
EL_5607| 91 81.3
EL_5608| 76 21.3
EL_5609| 0 65
EL_5610| 95 73.3
EL_5611| 36 76.7
EL_5612| 33 15.1
EL_5613| 17 2.1
EL_5614| 17 16.8
EL_5615| 73 46.5
EL_5616| 70 67.3
EL_5617| 64 46.4
EL_5618| 81 96.8
EL_5619| 35 5
EL_5620| 100 61.7
EL_5621| 66 11.8
EL_5622| 81 52.6
EL_5623| 10 51.6
EL_5624| 92 20.9
EL_5625| 29 27.8
EL_5626| 17 95.4
EL_5627| 0 75.7
EL_5628| 28 48.4
EL_5629| 79 91.1
EL_5630| 27 75.9
EL_5631| 80 49.7
EL_5632| 68 38.2
EL_5633| 23 42.4
EL_5634| 91 29.7
EL_5635| 10 40.7
EL_5636| 96 73.3
EL_5637| 19 93.9
EL_5638| 76 63.7
EL_5639| 73 43.2
EL_5640| 87 21.3
EL_5641| 85 85.2
EL_5642| 31 54.2
EL_5643| 76 59.5
EL_5644| 77 34.2
EL_5645| 69 8.7
EL_5646| 84 50.1
EL_5647| 82 27.9
EL_5648| 6 67.4
EL_5649| 3 10.4
EL_5650| 22 41.1
EL_5651| 1 3.1
EL_5652| 5 24.1
EL_5653| 3 24.1
EL_5654| 71 11.2
EL_5655| 92 87.3
EL_5656| 73 16.5
EL_5657| 85 29.9
EL_5658| 86 4.1
EL_5659| 68 68.2
EL_5660| 100 64.7
EL_5661| 67 51.4
EL_5662| 19 46.6
EL_5663| 38 30.5
EL_5664| 33 33.6
EL_5665| 65 63.4
EL_5666| 35 11
EL_5667| 87 87.3
EL_5668| 72 92.4
EL_5669| 60 44
EL_5670| 62 67
EL_5671| 25 30.5
EL_5672| 90 15.3
EL_5673| 37 44.4
EL_5674| 90 86.4
EL_5675| 88 35.2
EL_5676| 90 72.9
EL_5677| 31 93.4
EL_5678| 27 21.2
EL_5679| 20 67.5
EL_5680| 77 99
EL_5681| 37 10.5
EL_5682| 22 83.9
EL_5683| 92 36.2
EL_5684| 16 99.8
EL_5685| 24 28.1
EL_5686| 10 63.8
EL_5687| 85 18.2
EL_5688| 0 70.5
EL_5689| 84 6.7
EL_5690| 9 81.3
EL_5691| 25 25.3
EL_5692| 66 89.3
EL_5693| 26 95.7
EL_5694| 76 89.7
EL_5695| 96 29.2
EL_5696| 1 69.2
EL_5697| 90 2.4
EL_5698| 5 67.3
EL_5699| 25 47.4
EL_5700| 77 10.2
EL_5701| 78 24
EL_5702| 17 15.5
EL_5703| 5 59.7
EL_5704| 83 75.3
EL_5705| 23 57.8
EL_5706| 74 36.9
EL_5707| 72 64.4
EL_5708| 99 7.4
EL_5709| 12 95.7
EL_5710| 1 22.8
EL_5711| 35 23
EL_5712| 6 62.7
EL_5713| 1 24.6
EL_5714| 12 54.3
EL_5715| 84 71.1
EL_5716| 73 52.6
EL_5717| 88 78.3
EL_5718| 62 16.8
EL_5719| 75 48.4
EL_5720| 33 15.5
EL_5721| 37 32.7
EL_5722| 79 90.5
EL_5723| 25 20.3
EL_5724| 7 31.6
EL_5725| 85 51.5
EL_5726| 98 67.1
EL_5727| 12 78.9
EL_5728| 40 60.6
EL_5729| 30 25.3
EL_5730| 27 80.4
EL_5731| 2 7
EL_5732| 30 49.4
EL_5733| 2 44.7
EL_5734| 2 42.6
EL_5735| 1 25
EL_5736| 29 90.1
EL_5737| 60 60.6
EL_5738| 22 14.2
EL_5739| 7 52.1
EL_5740| 71 11.8
EL_5741| 0 2.9
EL_5742| 95 19.9
EL_5743| 37 59.8
EL_5744| 12 94.8
EL_5745| 37 56.4
EL_5746| 25 36.3
EL_5747| 86 12
EL_5748| 26 43.8
EL_5749| 75 24
EL_5750| 7 72.3
EL_5751| 86 75.2
EL_5752| 36 3.2
EL_5753| 75 64
EL_5754| 65 28.3
EL_5755| 1 44.7
EL_5756| 18 60.2
EL_5757| 72 82.6
EL_5758| 31 30.1
EL_5759| 70 63.1
EL_5760| 63 23.1
EL_5761| 61 21.2
EL_5762| 86 90.9
EL_5763| 25 2.6
EL_5764| 68 52.1
EL_5765| 96 0.9
EL_5766| 87 27.7
EL_5767| 90 66.7
EL_5768| 18 34.9
EL_5769| 15 26.5
EL_5770| 90 48.4
EL_5771| 66 65
EL_5772| 89 34.5
EL_5773| 66 34
EL_5774| 5 44.3
EL_5775| 64 52.6
EL_5776| 19 60.1
EL_5777| 77 40.5
EL_5778| 35 15.6
EL_5779| 10 6.3
EL_5780| 0 33.4
EL_5781| 84 23.1
EL_5782| 66 94.3
EL_5783| 85 82.5
EL_5784| 94 10.8
EL_5785| 74 43.7
EL_5786| 91 33.1
EL_5787| 90 57
EL_5788| 67 18.1
EL_5789| 89 35.4
EL_5790| 36 77.7
EL_5791| 12 18.4
EL_5792| 86 43.1
EL_5793| 80 94
EL_5794| 16 68.6
EL_5795| 25 48.4
EL_5796| 37 10.5
EL_5797| 83 56.6
EL_5798| 1 89.5
EL_5799| 79 75
EL_5800| 66 67.7
EL_5801| 73 84.9
EL_5802| 74 63.6
EL_5803| 4 20.2
EL_5804| 12 97.6
EL_5805| 38 87.8
EL_5806| 93 57.7
EL_5807| 94 43.1
EL_5808| 69 19.6
EL_5809| 80 98.3
EL_5810| 8 36.3
EL_5811| 8 32.6
EL_5812| 15 62.8
EL_5813| 75 86.5
EL_5814| 39 7.3
EL_5815| 21 53.8
EL_5816| 62 45.1
EL_5817| 64 75.9
EL_5818| 4 13.1
EL_5819| 99 28.5
EL_5820| 31 69.2
EL_5821| 73 19.8
EL_5822| 4 88
EL_5823| 30 58.4
EL_5824| 92 83.1
EL_5825| 11 52.2
EL_5826| 26 73.7
EL_5827| 31 63.2
EL_5828| 25 12.8
EL_5829| 94 96.3
EL_5830| 70 56.9
EL_5831| 25 27.4
EL_5832| 79 94.3
EL_5833| 96 16.5
EL_5834| 29 3.4
EL_5835| 75 44.3
EL_5836| 12 94
EL_5837| 69 4.9
EL_5838| 100 61.6
EL_5839| 81 10.2
EL_5840| 35 88.6
EL_5841| 74 90.1
EL_5842| 15 76.3
EL_5843| 22 56.8
EL_5844| 69 26.2
EL_5845| 71 57.4
EL_5846| 23 58.9
EL_5847| 36 32.3
EL_5848| 71 27.8
EL_5849| 13 31.8
EL_5850| 1 55.5
EL_5851| 83 66.9
EL_5852| 11 72.7
EL_5853| 15 1.6
EL_5854| 4 59.8
EL_5855| 2 73.3
EL_5856| 66 25.2
EL_5857| 97 81.4
EL_5858| 34 56.1
EL_5859| 70 70.8
EL_5860| 10 51.4
EL_5861| 94 73
EL_5862| 12 67.5
EL_5863| 82 69.9
EL_5864| 92 68.1
EL_5865| 9 55.9
EL_5866| 17 31.6
EL_5867| 8 40.7
EL_5868| 21 13.7
EL_5869| 14 71.6
EL_5870| 81 49.4
EL_5871| 89 98.6
EL_5872| 60 22.6
EL_5873| 18 47.4
EL_5874| 32 25.7
EL_5875| 70 24.2
EL_5876| 20 92.7
EL_5877| 13 32.7
EL_5878| 9 4
EL_5879| 13 73.1
EL_5880| 12 34.7
EL_5881| 4 68.5
EL_5882| 74 70.8
EL_5883| 78 65.5
EL_5884| 33 80.5
EL_5885| 96 64.7
EL_5886| 70 0.7
EL_5887| 2 36
EL_5888| 30 15.1
EL_5889| 69 32.7
EL_5890| 100 53.7
EL_5891| 86 82.7
EL_5892| 9 21.6
EL_5893| 14 44.6
EL_5894| 21 13.1
EL_5895| 10 16.9
EL_5896| 19 2.4
EL_5897| 67 66.5
EL_5898| 62 79.8
EL_5899| 5 63.6
EL_5900| 5 47
EL_5901| 15 67.4
EL_5902| 19 26.5
EL_5903| 33 92.3
EL_5904| 99 11.9
EL_5905| 10 92.2
EL_5906| 77 1
EL_5907| 34 59.2
EL_5908| 77 42.5
EL_5909| 69 58.9
EL_5910| 94 86.7
EL_5911| 100 1.8
EL_5912| 10 41.5
EL_5913| 33 64.4
EL_5914| 13 33.6
EL_5915| 92 49.7
EL_5916| 34 32.4
EL_5917| 38 97.9
EL_5918| 85 97.6
EL_5919| 97 93.2
EL_5920| 81 92.7
EL_5921| 100 97.4
EL_5922| 74 48.5
EL_5923| 74 33.9
EL_5924| 82 92.5
EL_5925| 21 70.1
EL_5926| 6 49.6
EL_5927| 81 5.6
EL_5928| 17 77.2
EL_5929| 13 33.4
EL_5930| 20 48.3
EL_5931| 87 46.1
EL_5932| 31 2.3
EL_5933| 67 23.7
EL_5934| 79 67.7
EL_5935| 68 79
EL_5936| 79 17
EL_5937| 69 26.1
EL_5938| 73 30.5
EL_5939| 72 38.2
EL_5940| 77 87.7
EL_5941| 29 38.1
EL_5942| 4 83.2
EL_5943| 70 34.2
EL_5944| 76 1.7
EL_5945| 70 23.4
EL_5946| 69 7.3
EL_5947| 87 62.2
EL_5948| 75 76.5
EL_5949| 35 72.5
EL_5950| 31 31
EL_5951| 91 44.3
EL_5952| 92 23
EL_5953| 32 81.9
EL_5954| 70 57.3
EL_5955| 24 29.9
EL_5956| 87 79.7
EL_5957| 18 40.6
EL_5958| 74 72.3
EL_5959| 93 36.2
EL_5960| 34 53.7
EL_5961| 15 83.9
EL_5962| 100 42.6
EL_5963| 100 53.3
EL_5964| 95 11
EL_5965| 64 26.5
EL_5966| 10 99.1
EL_5967| 76 74.3
EL_5968| 22 17.7
EL_5969| 16 17.1
EL_5970| 90 68.9
EL_5971| 6 5.7
EL_5972| 30 7.3
EL_5973| 0 92.6
EL_5974| 89 17.3
EL_5975| 9 25.3
EL_5976| 18 0.9
EL_5977| 100 16.2
EL_5978| 78 82.2
EL_5979| 7 86.5
EL_5980| 17 1.6
EL_5981| 89 60.1
EL_5982| 91 79.9
EL_5983| 34 55.1
EL_5984| 85 62.3
EL_5985| 20 52.9
EL_5986| 14 62.2
EL_5987| 88 93.8
EL_5988| 65 98.5
EL_5989| 14 81.6
EL_5990| 6 84.3
EL_5991| 100 53.5
EL_5992| 30 84.3
EL_5993| 4 40.1
EL_5994| 71 35.9
EL_5995| 64 13.8
EL_5996| 11 74.7
EL_5997| 91 28.8
EL_5998| 95 15.4
EL_5999| 69 57.8
EL_6000| 87 8.8
EL_6001| 32 53.8
EL_6002| 71 42.4
EL_6003| 79 53
EL_6004| 30 96.1
EL_6005| 20 27.8
EL_6006| 22 24.3
EL_6007| 36 79.4
EL_6008| 70 58.6
EL_6009| 97 54.8
EL_6010| 40 73.8
EL_6011| 82 35.3
EL_6012| 5 35.2
EL_6013| 5 80.9
EL_6014| 74 16.2
EL_6015| 66 16.9
EL_6016| 84 13.9
EL_6017| 93 39.2
EL_6018| 10 18.2
EL_6019| 0 3.3
EL_6020| 29 21.9
EL_6021| 8 82.2
EL_6022| 81 75.3
EL_6023| 21 66.2
EL_6024| 73 18.5
EL_6025| 82 79.3
EL_6026| 6 3.8
EL_6027| 18 18.5
EL_6028| 9 72.6
EL_6029| 37 3.4
EL_6030| 19 89.1
EL_6031| 72 53.5
EL_6032| 62 59
EL_6033| 69 53.2
EL_6034| 2 57
EL_6035| 2 26.6
EL_6036| 61 76.7
EL_6037| 84 38.9
EL_6038| 83 45.8
EL_6039| 89 14.1
EL_6040| 84 91
EL_6041| 69 98.2
EL_6042| 99 58.2
EL_6043| 24 18.8
EL_6044| 38 47
EL_6045| 79 90.2
EL_6046| 81 53.8
EL_6047| 26 93.2
EL_6048| 20 9
EL_6049| 66 25.7
EL_6050| 19 60.7
EL_6051| 75 48.3
EL_6052| 62 41.3
EL_6053| 79 86.5
EL_6054| 18 85.1
EL_6055| 81 72.2
EL_6056| 15 0.2
EL_6057| 28 77.7
EL_6058| 25 42.9
EL_6059| 37 83.2
EL_6060| 6 95.2
EL_6061| 30 28.9
EL_6062| 32 11.9
EL_6063| 30 53.4
EL_6064| 66 61.9
EL_6065| 77 93.4
EL_6066| 83 45.5
EL_6067| 15 47.7
EL_6068| 96 62.7
EL_6069| 67 93.7
EL_6070| 8 61.4
EL_6071| 6 33.9
EL_6072| 3 86.8
EL_6073| 33 63.8
EL_6074| 12 24.7
EL_6075| 21 89.7
EL_6076| 3 55.9
EL_6077| 18 26
EL_6078| 15 57.7
EL_6079| 24 3.9
EL_6080| 19 22.7
EL_6081| 22 79
EL_6082| 9 97.9
EL_6083| 15 36.7
EL_6084| 32 32.3
EL_6085| 73 1.3
EL_6086| 82 94.5
EL_6087| 85 16.7
EL_6088| 35 3.5
EL_6089| 32 83.4
EL_6090| 0 54.2
EL_6091| 37 67.1
EL_6092| 22 83.6
EL_6093| 68 0.4
EL_6094| 71 18.5
EL_6095| 1 82.1
EL_6096| 86 43
EL_6097| 4 47.9
EL_6098| 35 63
EL_6099| 5 89
EL_6100| 39 66
EL_6101| 65 75
EL_6102| 79 76.2
EL_6103| 19 99.6
EL_6104| 38 49.7
EL_6105| 100 57.9
EL_6106| 77 9.3
EL_6107| 3 73.7
EL_6108| 66 69.5
EL_6109| 39 31.1
EL_6110| 19 60.7
EL_6111| 7 18.6
EL_6112| 3 6.2
EL_6113| 40 18.8
EL_6114| 2 68.6
EL_6115| 66 16
EL_6116| 79 27.9
EL_6117| 81 71.7
EL_6118| 86 75
EL_6119| 13 16.6
EL_6120| 6 64
EL_6121| 66 18.7
EL_6122| 67 75.8
EL_6123| 100 45.1
EL_6124| 24 98.6
EL_6125| 12 79.6
EL_6126| 29 24.3
EL_6127| 89 54.7
EL_6128| 89 94.3
EL_6129| 17 83.5
EL_6130| 25 21.5
EL_6131| 100 82.4
EL_6132| 26 78.1
EL_6133| 86 43.1
EL_6134| 23 55.4
EL_6135| 8 90.4
EL_6136| 18 31.2
EL_6137| 89 15.5
EL_6138| 87 27.4
EL_6139| 35 74.2
EL_6140| 92 76.6
EL_6141| 22 4.9
EL_6142| 62 77.4
EL_6143| 15 49.8
EL_6144| 88 62
EL_6145| 12 61.7
EL_6146| 13 65.4
EL_6147| 21 5.2
EL_6148| 38 5.2
EL_6149| 38 1.6
EL_6150| 35 4.9
EL_6151| 34 56.2
EL_6152| 20 38.5
EL_6153| 12 28.1
EL_6154| 4 89.2
EL_6155| 39 86.5
EL_6156| 62 99.7
EL_6157| 76 7.9
EL_6158| 21 32.5
EL_6159| 96 67.3
EL_6160| 5 2.3
EL_6161| 17 94.5
EL_6162| 75 97
EL_6163| 24 40.4
EL_6164| 6 91.5
EL_6165| 78 41.4
EL_6166| 40 96.9
EL_6167| 99 83.8
EL_6168| 96 6.7
EL_6169| 98 45.4
EL_6170| 61 41.1
EL_6171| 78 23.8
EL_6172| 39 97
EL_6173| 95 17.2
EL_6174| 23 2.4
EL_6175| 70 12.6
EL_6176| 2 28.7
EL_6177| 87 96.8
EL_6178| 78 96.9
EL_6179| 36 93
EL_6180| 10 39.1
EL_6181| 100 6.2
EL_6182| 88 37.6
EL_6183| 3 10.1
EL_6184| 71 77.6
EL_6185| 86 79.8
EL_6186| 62 69
EL_6187| 32 27.3
EL_6188| 63 72.9
EL_6189| 6 13.1
EL_6190| 19 74.4
EL_6191| 11 58
EL_6192| 7 45
EL_6193| 88 52.9
EL_6194| 13 46.3
EL_6195| 85 13
EL_6196| 2 63.3
EL_6197| 99 83
EL_6198| 98 77.5
EL_6199| 35 81.5
EL_6200| 21 56.7
EL_6201| 69 2
EL_6202| 91 0.6
EL_6203| 12 3.9
EL_6204| 99 11.5
EL_6205| 76 69.2
EL_6206| 90 70.4
EL_6207| 15 20.7
EL_6208| 37 91
EL_6209| 13 76.2
EL_6210| 11 90.5
EL_6211| 62 51.4
EL_6212| 19 19.2
EL_6213| 38 57.3
EL_6214| 63 6.2
EL_6215| 76 97.9
EL_6216| 82 2.9
EL_6217| 62 15.7
EL_6218| 1 5.6
EL_6219| 24 45.9
EL_6220| 24 70.8
EL_6221| 92 30.2
EL_6222| 10 1.5
EL_6223| 37 65.6
EL_6224| 67 80.1
EL_6225| 13 73
EL_6226| 16 84.2
EL_6227| 89 57.9
EL_6228| 98 74.3
EL_6229| 83 27.2
EL_6230| 61 45.3
EL_6231| 27 97.9
EL_6232| 63 29.6
EL_6233| 67 24.4
EL_6234| 88 61.4
EL_6235| 11 91
EL_6236| 62 89.9
EL_6237| 71 72.1
EL_6238| 13 8.3
EL_6239| 81 85.8
EL_6240| 67 16
EL_6241| 79 12.3
EL_6242| 10 40.8
EL_6243| 21 46
EL_6244| 19 57.9
EL_6245| 26 54.7
EL_6246| 85 44.8
EL_6247| 80 11.4
EL_6248| 65 3.1
EL_6249| 79 84.2
EL_6250| 95 69.9
EL_6251| 80 55
EL_6252| 8 81.5
EL_6253| 74 69.4
EL_6254| 0 75.2
EL_6255| 60 72.6
EL_6256| 0 43.3
EL_6257| 18 45.3
EL_6258| 27 40.8
EL_6259| 67 65.8
EL_6260| 39 29.5
EL_6261| 4 21.1
EL_6262| 24 31.5
EL_6263| 98 98.9
EL_6264| 89 88.8
EL_6265| 14 86.4
EL_6266| 17 92
EL_6267| 68 58.3
EL_6268| 38 60.9
EL_6269| 94 61.5
EL_6270| 21 60.2
EL_6271| 2 73.9
EL_6272| 84 70.9
EL_6273| 39 22.2
EL_6274| 94 31.1
EL_6275| 63 2.5
EL_6276| 60 82.3
EL_6277| 66 93.9
EL_6278| 32 23.3
EL_6279| 84 55.3
EL_6280| 12 45.3
EL_6281| 30 48.4
EL_6282| 97 96
EL_6283| 23 70.7
EL_6284| 0 80.5
EL_6285| 1 48.2
EL_6286| 81 69.6
EL_6287| 78 50.8
EL_6288| 37 98.4
EL_6289| 92 7.5
EL_6290| 82 96.6
EL_6291| 74 59.2
EL_6292| 5 4.4
EL_6293| 74 11.6
EL_6294| 90 11.2
EL_6295| 79 67.9
EL_6296| 29 21.5
EL_6297| 25 33.8
EL_6298| 4 68.4
EL_6299| 98 80.2
EL_6300| 26 44
EL_6301| 11 88.7
EL_6302| 80 53.9
EL_6303| 7 42.1
EL_6304| 87 1.9
EL_6305| 81 70.2
EL_6306| 29 95.6
EL_6307| 25 22
EL_6308| 8 78.9
EL_6309| 70 89.3
EL_6310| 38 18.3
EL_6311| 19 1
EL_6312| 27 60.5
EL_6313| 77 49.8
EL_6314| 13 39.6
EL_6315| 39 70
EL_6316| 1 80.7
EL_6317| 77 41.3
EL_6318| 69 46.6
EL_6319| 20 55.6
EL_6320| 38 38.5
EL_6321| 81 6.2
EL_6322| 88 11.4
EL_6323| 90 66.5
EL_6324| 26 48.4
EL_6325| 68 16.8
EL_6326| 3 98.5
EL_6327| 37 0.1
EL_6328| 82 9.5
EL_6329| 10 39.6
EL_6330| 39 61.2
EL_6331| 75 92.5
EL_6332| 76 28.1
EL_6333| 88 53.1
EL_6334| 30 10.3
EL_6335| 12 84.1
EL_6336| 63 75.9
EL_6337| 33 95.3
EL_6338| 96 61.7
EL_6339| 4 63.7
EL_6340| 5 86.3
EL_6341| 93 84
EL_6342| 32 86.3
EL_6343| 16 26.2
EL_6344| 81 45.1
EL_6345| 40 74.9
EL_6346| 85 65.5
EL_6347| 60 80.5
EL_6348| 5 78.1
EL_6349| 40 39
EL_6350| 80 98.1
EL_6351| 3 21.9
EL_6352| 32 0.8
EL_6353| 14 26.8
EL_6354| 79 79.6
EL_6355| 70 93.6
EL_6356| 4 68.2
EL_6357| 99 42.6
EL_6358| 5 1.6
EL_6359| 60 11.6
EL_6360| 87 12.7
EL_6361| 85 75.3
EL_6362| 10 15
EL_6363| 33 68.5
EL_6364| 17 34
EL_6365| 19 35.7
EL_6366| 81 64
EL_6367| 80 52.7
EL_6368| 24 70.9
EL_6369| 81 11.3
EL_6370| 91 87.6
EL_6371| 40 35.7
EL_6372| 92 16.7
EL_6373| 24 72.2
EL_6374| 29 37.6
EL_6375| 95 68.5
EL_6376| 0 24.2
EL_6377| 30 48.7
EL_6378| 69 49.6
EL_6379| 64 4.2
EL_6380| 4 90.1
EL_6381| 61 57
EL_6382| 2 86.4
EL_6383| 85 49.7
EL_6384| 93 91.8
EL_6385| 85 64.1
EL_6386| 6 36.2
EL_6387| 25 94.7
EL_6388| 3 93.3
EL_6389| 88 35.9
EL_6390| 15 84.8
EL_6391| 36 97.7
EL_6392| 16 100
EL_6393| 92 79.3
EL_6394| 90 1.2
EL_6395| 22 2.3
EL_6396| 70 71.3
EL_6397| 85 24.1
EL_6398| 61 61.1
EL_6399| 89 72.6
EL_6400| 32 24.3
EL_6401| 85 51.7
EL_6402| 23 7.1
EL_6403| 20 82.7
EL_6404| 69 66
EL_6405| 67 15.8
EL_6406| 66 72.9
EL_6407| 74 71.2
EL_6408| 9 24.3
EL_6409| 69 14.8
EL_6410| 72 79.9
EL_6411| 20 59.1
EL_6412| 40 81.9
EL_6413| 65 59.7
EL_6414| 75 16.8
EL_6415| 85 99.6
EL_6416| 39 43.5
EL_6417| 0 85
EL_6418| 19 30.1
EL_6419| 26 81.8
EL_6420| 8 37
EL_6421| 77 14.9
EL_6422| 3 8.3
EL_6423| 12 35.3
EL_6424| 95 33.1
EL_6425| 8 89.1
EL_6426| 89 1.4
EL_6427| 65 6.2
EL_6428| 27 68.5
EL_6429| 63 39.3
EL_6430| 17 12.2
EL_6431| 97 89.5
EL_6432| 31 6.9
EL_6433| 15 52.6
EL_6434| 15 83.4
EL_6435| 87 39
EL_6436| 95 39.2
EL_6437| 0 78.9
EL_6438| 65 1.3
EL_6439| 38 2.6
EL_6440| 0 0.5
EL_6441| 61 77.5
EL_6442| 37 60.4
EL_6443| 0 24.5
EL_6444| 60 30.6
EL_6445| 17 51.8
EL_6446| 29 73
EL_6447| 14 51.6
EL_6448| 36 71.6
EL_6449| 10 17.2
EL_6450| 29 12.4
EL_6451| 100 21.8
EL_6452| 68 58.1
EL_6453| 63 48.2
EL_6454| 13 16.2
EL_6455| 11 33.8
EL_6456| 65 80.6
EL_6457| 18 53.8
EL_6458| 76 46.7
EL_6459| 22 86
EL_6460| 37 8.8
EL_6461| 84 77.8
EL_6462| 82 12.3
EL_6463| 1 22.1
EL_6464| 10 64.4
EL_6465| 1 20.3
EL_6466| 89 88.2
EL_6467| 85 19.4
EL_6468| 81 36.8
EL_6469| 61 96.3
EL_6470| 18 40.2
EL_6471| 81 94
EL_6472| 72 87.7
EL_6473| 21 58.9
EL_6474| 12 53.4
EL_6475| 10 52
EL_6476| 75 46.7
EL_6477| 62 56.3
EL_6478| 6 23.1
EL_6479| 4 40.7
EL_6480| 65 41.7
EL_6481| 95 67.3
EL_6482| 63 47
EL_6483| 93 93.3
EL_6484| 31 23.9
EL_6485| 70 85.4
EL_6486| 99 77
EL_6487| 32 77.1
EL_6488| 15 7.4
EL_6489| 88 31
EL_6490| 88 12.5
EL_6491| 0 18
EL_6492| 61 82.1
EL_6493| 81 61.3
EL_6494| 74 3.5
EL_6495| 81 87.7
EL_6496| 34 66.6
EL_6497| 6 29
EL_6498| 19 78.4
EL_6499| 2 9.8
EL_6500| 61 55.3
EL_6501| 78 54.5
EL_6502| 14 39.1
EL_6503| 76 93.6
EL_6504| 38 75.5
EL_6505| 81 67.5
EL_6506| 5 52.5
EL_6507| 30 37.6
EL_6508| 39 89.9
EL_6509| 5 82
EL_6510| 16 55.2
EL_6511| 34 0.3
EL_6512| 17 69
EL_6513| 11 19.5
EL_6514| 27 10
EL_6515| 31 75.6
EL_6516| 34 44.3
EL_6517| 13 8.1
EL_6518| 60 22.3
EL_6519| 15 44.4
EL_6520| 77 48.3
EL_6521| 36 93.2
EL_6522| 77 98.8
EL_6523| 79 41.2
EL_6524| 25 65.4
EL_6525| 73 39.2
EL_6526| 7 57.2
EL_6527| 93 74.7
EL_6528| 89 77.6
EL_6529| 26 23.3
EL_6530| 8 93.6
EL_6531| 5 54.5
EL_6532| 1 7
EL_6533| 71 45.9
EL_6534| 27 59.6
EL_6535| 8 29.9
EL_6536| 86 16.4
EL_6537| 32 38.8
EL_6538| 26 48.9
EL_6539| 71 39.9
EL_6540| 11 58.7
EL_6541| 80 27.4
EL_6542| 4 57.7
EL_6543| 97 49.4
EL_6544| 92 6.2
EL_6545| 90 60.2
EL_6546| 80 7.1
EL_6547| 99 72.6
EL_6548| 17 77.1
EL_6549| 70 39.4
EL_6550| 73 86.5
EL_6551| 23 13.1
EL_6552| 21 83
EL_6553| 35 96.2
EL_6554| 72 36.8
EL_6555| 73 41.6
EL_6556| 94 2.2
EL_6557| 2 19.9
EL_6558| 81 23
EL_6559| 35 83.8
EL_6560| 92 3.9
EL_6561| 17 88.7
EL_6562| 6 47.1
EL_6563| 20 3.6
EL_6564| 24 0.1
EL_6565| 60 12.8
EL_6566| 90 43.6
EL_6567| 72 78
EL_6568| 7 61.6
EL_6569| 20 18.4
EL_6570| 25 93.3
EL_6571| 1 39.2
EL_6572| 64 51.8
EL_6573| 66 87.1
EL_6574| 62 77.3
EL_6575| 32 2.8
EL_6576| 31 77
EL_6577| 22 19.2
EL_6578| 13 42.8
EL_6579| 7 59.8
EL_6580| 17 21.1
EL_6581| 64 86.9
EL_6582| 91 52.1
EL_6583| 68 93.6
EL_6584| 78 43.8
EL_6585| 75 38.7
EL_6586| 25 37.7
EL_6587| 4 27.6
EL_6588| 34 39.3
EL_6589| 33 16.1
EL_6590| 92 75.3
EL_6591| 91 1.2
EL_6592| 60 3.8
EL_6593| 72 63.7
EL_6594| 35 9.6
EL_6595| 90 18.6
EL_6596| 7 41.3
EL_6597| 32 30.3
EL_6598| 87 83.3
EL_6599| 97 88.4
EL_6600| 30 16.8
EL_6601| 88 86.2
EL_6602| 11 4.6
EL_6603| 35 26.3
EL_6604| 37 39.4
EL_6605| 70 98.3
EL_6606| 82 14.3
EL_6607| 38 34.5
EL_6608| 10 66.9
EL_6609| 71 0.7
EL_6610| 23 77.1
EL_6611| 1 24.9
EL_6612| 64 92.6
EL_6613| 19 73.2
EL_6614| 76 40.2
EL_6615| 89 10.2
EL_6616| 66 52.8
EL_6617| 1 70.7
EL_6618| 13 15.3
EL_6619| 37 13.9
EL_6620| 83 97.1
EL_6621| 70 22.5
EL_6622| 5 93.4
EL_6623| 26 34.3
EL_6624| 2 10.8
EL_6625| 70 34.1
EL_6626| 14 82.4
EL_6627| 76 1.5
EL_6628| 24 84.5
EL_6629| 67 64.7
EL_6630| 40 11.2
EL_6631| 94 68.9
